lz_name,Helipad? 1/0,lz_city,lz_state,lz_zip,lz_type,added_time,update_time,lz_id,address1,address2,cap_trauma,cap_cardiac,cap_stroke,cap_ob,cap_burn,cap_ped,main_phone,ed_phone,icu_phone,ccu_phone,sec_phone,ed_contact,icu_contact,ccu_contact,sec_contact,sec_freq,ground_name,ground_phone,exterior,faa_nav_id,nav_id,comm_channel,awos,nav_freq,lat_dec,lon_dec,lz_desc,hazards,app_dep,dimensions,max_weight,surface,windsock,elevation,lighting,fuel,ifr,nav_id_alt,lat_dec_alt,lon_dec_alt,desc_alt,comments
Washington Regional Medical Center,1,Fayetteville,AR,72703,Hospital,11/16/2013 17:56,5/20/2018 5:42,2658,3215 N Northhills Blvd,,2,1,1,0,0,0,479-463-1105,,,,479-463-1000,,,,,,,,,,4AR8,,,,36.108203,-94.158778,Ground pad SE side of hospital. Hospital east of i49 and HWY 17 intersection.,20 FT LGT POLE 285 FT EAST; 20 FT LGT POLE 230 FT WEST; 6-8 FT TREES 280 FT WEST; 6-8 FT TREES 100 FT WEST; 5-7 FT TREES 60 FT WEST; 5-7 FT TREES 180 FT EAST & 5-7 FT TREES 270 FT EAST OF HELIPAD.,20 FT LGT POLE 285 FT EAST; 20 FT LGT POLE 230 FT WEST; 6-8 FT TREES 280 FT WEST; 6-8 FT TREES 100 FT WEST; 5-7 FT TREES 60 FT WEST; 5-7 FT TREES 180 FT EAST & 5-7 FT TREES 270 FT EAST OF HELIPAD.,45x45,,Concrete,Yes,,Yes,0,0,,0,0,,Secondary pad on top of the building Northwest of the ground pad  approximate coordinates as follows: Lat 36.1098 Long -94.1611
Dallas County Medical Center,1,Fordyce,AR,71742,Hospital,11/16/2013 18:01,11/16/2013 18:02,2659,201 S Clifton St,,0,0,0,0,0,0,,,,,,,,,,,,,,,7AR5,,,,33.811253,-92.424747,Ground pad NE of hospital across the street. Hospital located near center of town NW of train switchyard.,Power lines west and north of pad. Buildings north and south. Trees east side,,30x30,,Concrete,Yes,,Yes,0,0,,0,0,,
Forrest City Medical Center,1,Forrest City,AR,,Hospital,11/16/2013 18:11,11/16/2013 18:11,2660,,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR72,,,,35.039775,-90.776953,Ground pad west side of hospital. Hospital located NE of town north side of i40.,Light poles in parking lots north and south of pad. Trees south of pad. Buildings east and west.,,50x50,,Concrete,Yes,,Yes,0,0,,35.039069,-90.777164,Asphalt ground pad south of hospital in parking lot. Pad is marked and located SE of Air Evac hanger/pad. Light poles around parking lot.,Air Evac base at hospital.
Sparks Regional Medical Center,1,Fort Smith,AR,72901,Hospital,11/16/2013 18:15,5/20/2018 6:02,2661,1001 Towson Ave,,0,0,1,0,0,0,479-441-5087,,,,,,,,,,,,,,AR40,,,,35.37315,-94.419322,Ground pad south of hospital across the street. Hospital located west part of town. AirEvac 149 with be located South of the helipad in 2019.,20&#039; BLDG 65&#039; NORTH; 35&#039; TREES 210&#039; EAST; 35&#039; PLINES 80&#039; SOUTH & 280&#039; WEST.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
St Edward Mercy Medical Center,1,Fort Smith,AR,72903,Hospital,11/16/2013 18:19,5/20/2018 5:59,2662,7301 Rogers Ave,,3,0,0,0,0,0,,479-314-6248,,,479-314-6000,,,,,,,,,,AR21,,,,35.353742,-94.352044,Ground pad SE side of hospital. Hospital on east side of town NE of Fort Smith Airport.,Trees and power lines south of pad.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Ozarks Community Hospital,1,Gravette,AR,72736,Hospital,11/16/2013 18:29,11/16/2013 18:29,2663,1101 Jackson St,,0,0,0,0,0,0,,,,,,,,,,,,,,,0AR4,,,,36.409297,-94.460044,Ground pad NW of hospital in parking lot. Hospital located SW of town.,Buildings and tress south of pad.,,140x62,,Asphalt,,,,0,0,,0,0,,
North Arkansas Medical Center,1,Harrison,AR,72601,Hospital,11/16/2013 18:33,11/16/2013 18:33,2664,620 N Willow St,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR80,,,,36.236472,-93.109342,Elevated rooftop helipad on west wing of hospital.,Elevator shaft west of pad.,,42x42,,Concrete,Yes,,Yes,0,0,,0,0,,
Hazen Heliport,1,Hazen,AR,,Scene,11/16/2013 18:41,11/16/2013 18:41,2665,,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR52,,,,34.78065,-91.581867,Ground pad west central part of town. Pad located along old RR track line,Buildings north and south of pad. Light poles along roadways. Water tower and antennas north of pad.,,30x30,,Concrete,,,,0,0,,0,0,,FOR PERIMETER LIGHTS CONTACT POLICE DEPARTMENT ON FM FREQ 3712 ;3724; 3720; 3728.
Baptist Health Medical Center-Herber Springs,1,Herber Springs,AR,,Hospital,11/16/2013 18:46,11/16/2013 18:46,2666,1800 Bypass Rd,,0,0,0,0,0,0,,,,,,,,,,,,,,,6AR4,,,,35.504894,-91.997703,Circular ground pad north side of hospital. Hospital east side of town SE of airport.,Power lines north of pad. Building south of pad. Light poles in parking lots and along roadways.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Helena Hospital,1,West Helena,AR,,Hospital,11/16/2013 18:53,11/16/2013 18:53,2667,,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR77,,,,34.509822,-90.626128,Ground pad east of hospital. Hospital on south end of town.,Power lines south of pad. Buildings NW and NE of pad. Trees south and NE of pad.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Island Health Clinic,1,Holiday Island,AR,72631,Hospital,11/16/2013 18:59,11/16/2013 18:59,2668,1 PARK CLIFF DR.,,0,0,0,0,0,0,,,,,,,,,,,,,,,2AR9,,,,36.455278,-93.71935,Ground pad west side of clinic.,Power lines and trees north of pad. Buildings all sides of pad.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Wadley Regional Medical Center at Hope,1,Hope,AR,71801,Hospital,11/16/2013 19:02,11/16/2013 19:02,2669,2001 S Main St,,0,0,0,0,0,0,,,,,,,,,,,,,,,1AR7,,,,33.648444,-93.585331,Ground pad NW side of hospital. Hospital south of town.,Power lines north and SW of pad. Trees NW and SW of pad. Buildings east.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
National Park Medical Center,1,Hot Springs,AR,,Hospital,11/16/2013 19:07,11/16/2013 19:07,2670,1910 Malvern Ave,,0,0,0,0,0,0,,,,,,,,,,,,,,,0AR6,,,,34.486136,-93.036564,Ground pad west side of hospital. Hospital located north of golf course east central part of town.,Tree line west of pad. Tower north of pad. Buildings east of pad.,,20x20,,Concrete,Yes,,Yes,0,0,,0,0,,
St Joseph's Mercy Health Center,1,Hot Springs,AR,71913,Hospital,11/16/2013 19:11,11/16/2013 19:11,2671,300 Werner St,,0,0,0,0,0,0,,,,,,,,,,,,,,,11AR,,,,34.468842,-93.065761,Circular ground pad north side of hospital. Hospital SE of airport,30 FT TREES 250 FT N OF PAD; 45 FT BLDG 120 FT SW OF PAD; 31 FT LIGHT POLES 60 FT NE OF PAD.,,60x60,,Asphalt,Yes,,Yes,0,0,,0,0,,
Willow Creek Women's Hospital,1,Johnson,AR,72741,Hospital,11/16/2013 19:17,12/8/2017 12:16,2672,4301 Greathouse Springs Road,,0,0,0,0,0,0,(479) 684-3000,,,,,,,,,,,,,22AR,22AR,,,,36.134808,-94.186172,Ground pad south side of hospital. Hospital NW side of town east of golf course.,Buildings north of pad. Trees/shrubs south of pad,,40x40,,Concrete,Yes,,yes,0,0,,36.135478,-94.184433,Ground pad east side of hospital.,
St Bernards Medical Center,1,Jonesboro,AR,,Hospital,11/16/2013 19:20,4/22/2017 14:32,2673,225 E Jackson Ave,,0,0,0,0,0,0,,,,,,,,,,,,,,,0AR5,,,,35.835947,-90.701731,Elevated rooftop helipad on SE corner of hospital.,60 FT ANTENNA 100 FT W; 50 FT STAIR TOWER 100 FT WEST; 25 FT TREES 200 FT EAST; 50 FT ANTENNA 1000 FT NN3; 100 FT ANTENNA 500 FT WEST; 60 FT BLDGS 1600 FT NNW OF HELIPAD.,,42x42,,Concrete,Yes,,Yes,0,0,,35.833383,90.702917,40&#039; x 40&#039; marking in parking lot south of hospital pad.,
NEA Baptist Memorial,1,Jonesboro,AR,,Hospital,11/16/2013 19:24,4/22/2017 14:28,2674,3024 Stadium Blvd,,0,0,0,0,0,0,,,,,,,,,,,,,,,,155.34,,,35.867333,-90.634983,Ground pad NE corner of Hospital,windsock close to east side of pad,,40x40,,Concrete,Yes,281&#039;,Yes,0,0,,0,0,,
Chicot Memorial Hospital,1,Lake Village,AR,71653,Hospital,11/17/2013 10:34,11/17/2013 10:34,2675,2729 HIGHWAY 65 & 82,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR61,,,,33.305442,-91.289231,Ground pad south side of hospital. Hospital south end of town east side of main road and west of river.,12' BLDG 53' E; 30' TREES & PLINES 120' N; 30' TREES AND PLINES 176' W; AND 30' POWER POLE 216' S OF PAD.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Arkansas Children's Hospital,1,Little Rock,AR,72202,Hospital,11/17/2013 10:47,12/12/2013 13:19,2676,1 Children&#039;s Way,,1,0,0,0,0,1,,,,,,,,,,,,,,,AR62,,,,34.742786,-92.293619,Dual elevated rooftop helipads on west side of hospital. Hospital south side of i630 and west of i630 and i30 intersection.,Close proximity to Little Rock airport. Elevator shaft east of pad.,,44x44,,Concrete,Yes,,Yes,0,0,,0,0,,
UAMS-University Hospital,1,Little Rock,AR,72205,Hospital,11/17/2013 11:22,11/17/2013 12:05,2677,4301 W Markham St,,1,0,0,0,0,0,,,,,,,,,,,,,,,6AR3,,,,34.749947,-92.320142,Rooftop helipad,,,,,,,,,0,0,,0,0,,
Baptist Hospital-Med Flight Heliport,1,Little Rock,AR,,Hospital,11/17/2013 11:51,11/17/2013 11:51,2678,9601 I-630,,2,0,0,0,0,0,,,,,,,,,,,,,,,5AR5,,,,34.744478,-92.380561,Rooftop pad east side of hospital. Pad is turquoise in color. Hospital on SE side of i630 and i430 interchange.,Oxygen and fuel storage west side of pad. Buildings extend above pad west and NE.,,60x40,,Concrete,Yes,,Yes,0,0,,0,0,,Med Flight based at hospital.
Arkansas Heart Hospital,1,Little Rock,AR,72211,Hospital,11/17/2013 11:55,12/12/2013 13:22,2679,1701 SHACKLEFORD RD,,0,1,0,0,0,0,,,,,,,,,,,,,,,6AR7,,,,34.739536,-92.392733,Circular ground pad NE side of hospital. Hospital located SW of i630/i430 interchange.,48 FT BLDG 60 FT W OF HELIPAD. Trees east and south of pad.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
St Vincent Infirmary Medical Center,1,Little Rock,AR,72205,Hospital,11/17/2013 11:58,11/17/2013 11:59,2680,2 St Vincent Circle,,2,0,0,0,0,0,,,,,,,,,,,,,,,AR45,,,,34.750433,-92.340675,Circular ground pad on west side of hospital. Hospital west of UAMS stadium and north of golf course.,Power lines and trees west side of pad. Buildings south and east of pad.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Southwest Hospital,1,Little Rock,AR,72209,Hospital,11/17/2013 12:02,11/17/2013 12:02,2681,11401 Interstate 30,,0,0,0,0,0,0,,,,,,,,,,,,,,,5AR6,,,,34.65715,-92.404342,Ground pad west side of hospital.,42' BLDG LGTD 220' E; 25' TREES 300' NE; 20' BLDG 340' SW.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Magnolia Regional Medical Center,1,Magnolia,AR,71753,Hospital,11/17/2013 12:15,11/17/2013 12:15,2682,101 Hospital Dr,,0,0,0,0,0,0,,,,,,,,,,,,,,,09AR,,,,33.273942,-93.239764,Ground pad SW side of hospital. Hospital on west side of town SE of baseball fields.,Antenna on hospital building. Power lines west side of pad. Trees and poles south of pad. Buildings east side.,,135x100,,Concrete,Yes,,Yes,0,0,,0,0,,
Hot Springs Co Memorial Hospital,1,Malvern,AR,72104,Hospital,11/17/2013 12:19,11/17/2013 12:19,2683,1001 Schneider Dr,,0,0,0,0,0,0,,,,,,,,,,,,,,,03AR,,,,34.357992,-92.786022,Ground pad south side of hospital. Hospital on east side of town.,Trees south east and west of pad. Buildings west and north. Light poles along road north of pad.,,117x117,,Concrete,Yes,,Yes,0,0,,0,0,,
Mc Gehee Desha County Hospital,1,McGehee,AR,,Hospital,11/17/2013 12:25,11/17/2013 12:25,2684,900 S 3rd St,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR63,,,,33.618031,-91.393033,Ground pad west side of hospital across the street. Hospital south side of town north of grain elevators and west of RR tracks.,Trees east and north of pad.,,50x50,,Asphalt,Yes,,Yes,0,0,,0,0,,
Drew Memorial Hospital,1,Monticello,AR,71655,Hospital,11/17/2013 12:31,11/17/2013 12:31,2685,778 Scogin Dr,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR85,,,,33.611764,-91.817322,New ground pad north side of hospital. Old pad marked with yellow X west of hospital. Hospital on SW side of town.,Trees west of pad. Buildings south and east.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
St Anthony's Medical Center,1,Morrilton,AR,72110,Hospital,11/17/2013 12:38,11/17/2013 12:38,2686,4 Hospital Dr,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR65,,,,35.167356,-92.722147,Ground pad SW side of hospital. Hospital on NE side of town south of i40.,Trees south of pad. Power lines NW of pad. Buildings west and NE,,70x70,,Concrete,Yes,,Yes,0,0,,0,0,,
Baxter County Regional Hospital,1,Mountain Home,AR,72653,Hospital,11/17/2013 12:45,11/17/2013 12:45,2687,624 Hospital Dr,,0,0,0,0,0,0,,,,,,,,,,,,,,,5AR9,,,,36.341753,-92.398889,Ground pad west side of hospital. Hospital on NW side of town.,Power lines south and east of pad. Trees east and west. Light poles north of pad.,,50x50,,Asphalt,Yes,,Yes,0,0,,0,0,,
Stone County Medical Center,1,Mountain View,AR,72560,Hospital,11/17/2013 12:49,11/17/2013 12:49,2688,2106 E Main St,,0,0,0,0,0,0,,,,,,,,,,,,,,,2AR3,,,,35.856108,-92.083006,Ground pad south side of hospital. Hospital on east end of town south of schools and airport.,Power lines south of pad. Buildings north of pad.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Pike County Hospital,1,Murfreesboro,AR,,Hospital,11/17/2013 12:56,11/17/2013 12:56,2689,,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR66,,,,34.071197,-93.686517,Ground pad NE side of hospital. Hospital on NE side of town.,Trees and buildings south of pad. Power lines south and NE of pad. 100' tower west of pad,,30x30,,Concrete,Yes,,Yes,0,0,,0,0,,
Howard Memorial Hospital,1,Nashville,AR,71852,Hospital,11/17/2013 15:09,11/17/2013 15:09,2690,130 Medical Circle,,0,0,0,0,0,0,,,,,,,,,,,,,,,0AR8,,,,33.948844,-93.880222,Ground pad south side of hospital. Hospital west of town.,Trees west and south of pad. Light poles north of pad.,,30x30,,Concrete,Yes,,Yes,0,0,,0,0,,
Harris Hospital and Clinic,1,Newport,AR,72112,Hospital,11/17/2013 15:13,11/17/2013 15:13,2691,1205 McLain St,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR92,,,,35.609786,-91.264447,Ground pad north of hospital in parking lot. Hospital north central part of town.,Power lines south and east of pad. Trees west and north of pad.,,145x75,,Asphalt,Yes,,Yes,0,0,,0,0,,
Arkansas Methodist Hospital,1,Paragould,AR,72450,Hospital,11/17/2013 17:48,11/17/2013 17:48,2692,900 W Kings Hwy,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR95,,,,36.050856,-90.498133,Ground pad south side of hospital.,Power lines east and west of pad. Buildings north and south.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Piggott Community Hospital,1,Piggott,AR,72454,Hospital,11/17/2013 17:59,11/17/2013 17:59,2693,1206 HWY 62 WEST,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR73,,,,36.389722,-90.203744,Ground pad SE side of the hospital. Hospital on NW side of town.,Trees and power lines south side of pad. Small trees along roadway north of pad. Buildings NW of pad.,,60x60,,Concrete,Yes,,Yes,0,0,,0,0,,
Jefferson Regional Medical Center,1,Pine Bluff,AR,71603,Hospital,11/17/2013 18:04,11/17/2013 18:04,2694,1515 W 42nd Ave,,0,0,0,0,0,0,,,,,,,,,,,,,,,13AR,,,,34.187231,-92.016817,Ground pad SE side of hospital. Hospital south central part of town north of golf course.,Buildings north of pad. Power lines south and east of pad.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Five Rivers Medical Center,1,Pocahontas,AR,,Hospital,11/17/2013 18:10,11/17/2013 18:10,2695,2801 Medical Center Drive,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR53,,,,36.289247,-90.996314,Ground pad SE side of hospital. Hospital NW side of town.,16' BLDG 55' WEST. Power lines south of pad. Trees north.,,40x40,,Concrete,Yes,,yes,0,0,,0,0,,
St Mary-Rogers Memorial Hospital,1,Rogers,AR,72756,Hospital,11/17/2013 18:19,11/17/2013 18:19,2696,1200 W Walnut St,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR36,,,,36.332964,-94.132006,Ground pad east side of hospital.,Power lines south of pad. Buildings east. Light poles in parking lot.,,60x60,,Asphalt,Yes,,Yes,0,0,,0,0,,
St Mary's Regional Medical Center,1,Russellville,AR,72801,Hospital,11/17/2013 18:22,11/17/2013 18:22,2697,1808 W Main St,,0,0,0,0,0,0,,,,,,,,,,,,,,,4AR0,,,,35.284153,-93.150078,Elevated rooftop helipad on west side of hospital.,Elevator shaft south of pad.,,44x44,,Concrete,Yes,,Yes,0,0,,0,0,,
Fulton Co Hospital,1,Salem,AR,,Hospital,11/17/2013 18:25,4/15/2017 11:19,2698,682 N Main St,,0,0,0,0,0,0,,,,,,,,,,,,,,AR68,AR68,,,,36.382772,-91.810967,Ground pad west side of hospital. Hospital on NE side of town.,Buildings east and west. Trees south of pad.,,30x30,,Concrete,Yes,,Yes,0,0,,0,0,,
White County Medical Center-South Campus,1,Searcy,AR,,Hospital,11/17/2013 18:33,11/17/2013 18:35,2699,,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR78,,,,35.233464,-91.729711,Ground pad east side of hospital. Hospital north of Searcy Airport,Power lines east of pad. Buildings west.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
White County Medical Center-North Campus,1,Searcy,AR,72143,Hospital,11/17/2013 18:35,11/17/2013 18:35,2700,3214 E Race Ave,,0,0,0,0,0,0,,,,,,,,,,,,,,,29AR,,,,35.252508,-91.6973,Rooftop helipad north side of hospital.,,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
Siloam Springs Memorial Hospital,1,Siloam Springs,AR,,Hospital,11/17/2013 18:38,2/21/2017 23:01,2701,603 N Progress Ave,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR69,,,,36.189943,-94.507765,Ground pad north side of hospital.,15&#039; BLDG 30&#039; S; 20&#039; BLDG 60&#039; N; 15&#039; BLDG 150&#039; E; & 20&#039; BLDG 150&#039; W OF PAD.,,50x50,,Asphalt,Yes,,Yes,0,0,,0,0,,
Springdale Memorial Hospital,1,Springdale,AR,72764,Hospital,11/17/2013 18:44,5/20/2018 5:53,2702,607 Maple Ave,,3,0,0,0,0,0,,479-757-1000,,,479-751-5711,,,,,,,,,,0AR0,,,,36.181517,-94.137283,Ground pad north side of hospital.,Buildings north and south of pad. Light poles along roads.,,60x60,,Asphalt,Yes,,Yes,0,0,,0,0,,Air Evac 04 base North of Maple close to the hospital
Stuttgart Memorial Hospital,1,Stuttgart,AR,72160,Hospital,11/17/2013 18:47,11/17/2013 18:47,2703,1703 N Buerkle Rd,,0,0,0,0,0,0,,,,,,,,,,,,,,,32AR,,,,34.517814,-91.559636,Circular ground pad west side of hospital. Hospital north of town.,Buildings south and east of pad.,,40x40,,Concrete,Yes,,Yes,0,0,,0,0,,
St Michael Hospital,1,Texarkana,AR,,Hospital,11/17/2013 18:56,11/17/2013 18:56,2704,,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR37,,,,33.427317,-94.042333,Ground pad north side of hospital in parking lot.,Buildings north and east of pad.,,100x100,,Concrete,Yes,,Yes,0,0,,0,0,,
Crawford Memorial Hospital-Summit Medical Center,1,Van Buren,AR,,Hospital,11/17/2013 19:04,11/17/2013 19:04,2705,,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR87,,,,35.434622,-94.339936,Ground pad west of hospital. Hospital NE of river and north of interstate.,Trees north of pad,,30x30,,Asphalt,Yes,,Yes,0,0,,0,0,,
Lawrence Memorial Hospital,1,Walnut Ridge,AR,72476,Hospital,11/17/2013 19:14,11/17/2013 19:14,2706,1309 W Main St,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR20,,,,36.074406,-90.967361,Ground pad north side of hospital. Hospital on NW side of town.,40' FLAGPOLE 75' SW; 120' RADIO TOWER 200' SSW; 40' POWERLINE 150' E & N; AND 15' BLDG 125' S OF PAD.,,50x50,,Concrete,Yes,,Yes,0,0,,0,0,,
Bradley County Medical Center,1,Warren,AR,71671,Hospital,11/17/2013 19:17,11/17/2013 19:17,2707,404 S Bradley St,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR70,,,,33.610869,-92.060078,Ground pad west side of hospital in parking lot. Hospital on east side of town.,Power lines NE of pad. Buildings all sides.,,30x30,,Asphalt,Yes,,,0,0,,0,0,,
Crittenden Regional Hospital,1,West Memphis,AR,,Hospital,11/17/2013 19:20,11/17/2013 19:20,2708,200 W Tyler Ave,,0,0,0,0,0,0,,,,,,,,,,,,,,,08AR,,,,35.142056,-90.190208,Ground pad SW side of hospital.,Power lines west and south of pad.,,50x50,,Concrete,Yes,,Yes,0,0,,0,0,,
Cross Ridge Community Hospital,1,Wynne,AR,,Hospital,11/17/2013 19:22,11/17/2013 19:22,2709,310 S Falls Blvd,,0,0,0,0,0,0,,,,,,,,,,,,,,,AR74,,,,35.220111,-90.785981,Ground pad NE side of hospital. Hospital on south side of town.,Trees north and west. Buildings south.,,36x36,,Concrete,Yes,,Yes,0,0,,0,0,,
Air Evac 002,1,Paragould,AR,,Helicopter Base,11/8/2014 16:10,6/11/2017 11:02,4434,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.064234,-90.511647,,,,,,,,,,0,0,,0,0,,
Air Evac 04,1,Springdale,AR,,Helicopter Base,11/8/2014 16:10,11/8/2014 16:10,4436,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.18151667,-94.13728333,,,,,,,,,,0,0,,0,0,,
Air Evac 012,1,Mountain Home,AR,72653,Helicopter Base,11/8/2014 16:10,1/17/2019 23:35,4443,4305 Highway 62 W,,0,0,0,0,0,0,870-508-2611,,,,,,,,,,,,,,,,,,36.343434,-92.392681,,,,,,,Yes,,Yes,0,0,,0,0,,
Air Evac 22,1,Paris,AR,,Helicopter Base,11/8/2014 16:10,11/8/2014 16:10,4453,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.29781667,-93.68471667,,,,,,,,,,0,0,,0,0,,
Air Evac 30,1,Vilonia,AR,,Helicopter Base,11/8/2014 16:10,11/8/2014 16:10,4461,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.0834,-92.2003,,,,,,,,,,0,0,,0,0,,
Air Evac 73,1,De Queen,AR,,Helicopter Base,11/8/2014 16:10,11/8/2014 16:10,4472,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.04768333,-94.35375,,,,,,,,,,0,0,,0,0,,
Air Evac 40,1,Harrison,AR,72601,Helicopter Base,11/8/2014 16:10,2/20/2017 14:34,4499,800 N. Main Street,,0,0,0,0,0,0,870-391-2243,,,,,,,,,,,,,,,,,,36.238182,-93.107751,,,,,,,,,,0,0,,0,0,,
Air Evac 42,1,Forrest City,AR,72335,Helicopter Base,11/8/2014 16:10,11/19/2014 11:33,4501,1000 Holiday Drive,,0,0,0,0,0,0,870-630-9194,,,,,,,,,,,,,,,,,,35.03945,-90.777517,,,,,,,,,,0,0,,0,0,,Forrest City Medical Center helipad approximately 100 feet to the ENE.
Air Evac 113,1,Blytheville,AR,,Helicopter Base,11/8/2014 16:11,1/9/2015 0:26,4540,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.943525,-89.916377,,,,,,,Yes,,,0,0,,0,0,,
Nucor Steel Hickman,1,Blytheville,AR,72315,Scene,1/8/2015 22:22,10/18/2017 23:58,5200,7301 East County Road 142,,0,0,0,0,0,0,870-762-2100,,,,,,,,,,,,,,,,,,35.942301,-89.717631,The helipad is located on Nucor Steel Hickman property.  Call the security office (870) 838-2273 before the helicopter arrives&#044; they will provide security while on their property.,,,,,Concrete,Yes,,,0,0,,0,0,,
Nucor Yamato Steel,1,Blytheville,AR,72315,Scene,1/8/2015 22:29,1/8/2015 22:29,5201,5929 East Highway 18,,0,0,0,0,0,0,870-762-5500,,,,,,,,,,,,,,,,,,35.907161,-89.775975,,,,,,Concrete,,,,0,0,,0,0,,"The helipad is located on Nucor Yamato Steel property.  Call the security guards before the helicopter arrives, they will provide security while on their property."
Walker Park,1,Blytheville,AR,72315,Scene,1/8/2015 22:34,1/8/2015 22:34,5202,701 North Ruddle Road,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.932207,-89.892537,The LZ is on grass but the helicopter may also land on the asphalt lot located approximately 30 feet west of the indicated LZ.,,,,,Grass,No,,,0,0,,0,0,,This is a City park and also used as a fair grounds.
Carlock Building,1,Blytheville,AR,72315,Scene,1/8/2015 22:39,1/8/2015 22:39,5203,2902 South Division,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.895333,-89.91799,The parking lot has asphalt with a few bad spot.  There are some light poles on the parking lot but no other obstacles present.,"Some light poles present, no wires running above ground to them.",,,,Asphalt,No,,,0,0,,0,0,,This is an old car lot and is not currently in use.
Dell Cotton Growers Gin,1,Dell,AR,72426,Scene,1/8/2015 22:47,1/8/2015 22:47,5204,726 East State Highway 18,,0,0,0,0,0,0,870-564-2324,,,,,,,,,,,,,,,,,,35.876745,-90.007489,"The landing zone is in a large grass field, if there has been recent rain land on the packed gravel road between the LZ and building.  There are many places to land on this property.",Power lines on the north side of Highway 18 near the road (south of the LZ) and on the far west side of the lot and also close to the buildings.,,,,Grass,No,,,0,0,,0,0,,This is a large cotton gin located between Blytheville and Dell.  The gin is north of Highway 18 and west of Highway 312.
Dell School Ball Field,1,Dell,AR,,Scene,1/8/2015 22:50,1/8/2015 22:50,5205,226 East School Street,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.858659,-90.042144,Large grass field.,,,,,Grass,No,,No,0,0,,0,0,,This is the old baseball field it is a large open field with a gymnasium located on the west side of the field.  The volunteer Fire Department is located on the far west side of the lot.
Leachville City Park,1,Leachville,AR,,Scene,1/8/2015 22:54,1/8/2015 22:54,5206,202 Nelson Street,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.926505,-90.255292,"Asphalt parking lot, northwest of the ball fields.",,,,,Asphalt,No,,,0,0,,0,0,,
Burdette Arkansas Northeastern College Campus,1,Burdette,AR,,Scene,1/8/2015 22:58,1/8/2015 22:58,5207,Cotton Boll School Drive,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.816973,-89.966127,The LZ is concrete and located in the far northeast parking lot of the campus.,,,,,Concrete,No,,No,0,0,,0,0,,The LZ is located northeast of Interstate 55 and East State Highway 148 intersection.
Charles Strong Recreation Center,1,Luxora,AR,,Scene,1/8/2015 23:01,1/8/2015 23:01,5208,260 West Canal Street,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.752792,-89.934268,"The indicated LZ is grass, the asphalt parking lot between the Recreation Center and grass LZ can be used as an alternate LZ.",,,,,Grass,No,,No,0,0,,0,0,,The LZ is located south of the Charles Strong Recreation Center.
